id,age,calendar_year,employment_state,family_state,housing_state
5,28,2020,unemployed,partnered_with_child,renting
5,29,2021,full_time,partnered_with_child,renting
5,30,2022,unemployed,partnered_with_child,renting
6,18,2010,education,single_no_child,parental_home
6,19,2011,unemployed,single_no_child,parental_home
6,20,2012,education,single_no_child,parental_home
6,21,2013,unemployed,single_no_child,parental_home
6,22,2014,unemployed,single_no_child,parental_home
6,23,2015,part_time,single_no_child,parental_home
6,24,2016,part_time,single_no_child,other_temporary
6,25,2017,full_time,single_no_child,other_temporary
6,26,2018,full_time,single_no_child,other_temporary
6,27,2019,full_time,partnered_no_child,other_temporary
6,28,2020,full_time,partnered_no_child,other_temporary
6,29,2021,full_time,partnered_no_child,renting
6,30,2022,full_time,partnered_no_child,renting
7,18,2009,education,single_no_child,parental_home
7,19,2010,education,single_no_child,parental_home
7,20,2011,education,single_no_child,parental_home
7,21,2012,education,single_no_child,parental_home
7,22,2013,education,single_no_child,renting
7,23,2014,full_time,partnered_no_child,renting
7,24,2015,full_time,partnered_no_child,renting
7,25,2016,full_time,partnered_no_child,renting
7,26,2017,unemployed,partnered_no_child,renting
7,27,2018,full_time,single_no_child,renting
7,28,2019,full_time,single_no_child,renting
7,29,2020,full_time,single_no_child,renting
7,30,2021,full_time,single_no_child,renting
8,18,2012,education,single_no_child,other_temporary
8,19,2013,education,single_no_child,other_temporary
8,20,2014,unemployed,single_no_child,renting
8,21,2015,part_time,partnered_no_child,renting
8,22,2016,full_time,partnered_no_child,renting
8,23,2017,unemployed,partnered_no_child,renting
8,24,2018,full_time,partnered_no_child,renting
8,25,2019,part_time,partnered_no_child,renting
8,26,2020,unemployed,partnered_no_child,owner_occupied
8,27,2021,full_time,partnered_no_child,owner_occupied
8,28,2022,part_time,partnered_no_child,owner_occupied
8,29,2023,full_time,partnered_no_child,owner_occupied
8,30,2024,full_time,partnered_with_child,owner_occupied
9,18,2011,education,single_no_child,parental_home
9,19,2012,education,single_no_child,parental_home
9,20,2013,education,single_no_child,parental_home
9,21,2014,full_time,single_no_child,parental_home
9,22,2015,full_time,single_no_child,renting
9,23,2016,full_time,single_no_child,renting
9,24,2017,full_time,single_no_child,renting
9,25,2018,inactive_care,single_no_child,renting
9,26,2019,inactive_care,single_no_child,renting
9,27,2020,part_time,single_no_child,renting
9,28,2021,part_time,single_parent,renting
9,29,2022,part_time,single_parent,renting
9,30,2023,full_time,single_parent,renting
10,18,2008,education,single_no_child,parental_home
10,19,2009,education,single_no_child,parental_home
10,20,2010,unemployed,single_no_child,parental_home
10,21,2011,inactive_care,single_no_child,renting
10,22,2012,unemployed,single_no_child,other_temporary
10,23,2013,part_time,single_no_child,other_temporary
10,24,2014,part_time,single_no_child,renting
10,25,2015,full_time,single_no_child,renting
10,26,2016,full_time,single_no_child,renting
10,27,2017,full_time,single_no_child,renting
10,28,2018,full_time,single_no_child,renting
10,29,2019,part_time,single_no_child,renting
10,30,2020,full_time,single_no_child,renting
11,18,2010,education,single_no_child,parental_home
11,19,2011,unemployed,single_no_child,parental_home
11,20,2012,unemployed,single_no_child,parental_home
11,21,2013,unemployed,single_no_child,parental_home
11,22,2014,part_time,single_no_child,parental_home
11,23,2015,unemployed,single_no_child,parental_home
11,24,2016,inactive_care,single_no_child,renting
11,25,2017,inactive_care,single_no_child,renting
11,26,2018,unemployed,single_parent,renting
11,27,2019,part_time,partnered_with_child,renting
11,28,2020,unemployed,partnered_with_child,renting
11,29,2021,full_time,partnered_with_child,renting
11,30,2022,full_time,partnered_with_child,renting
12,18,2008,education,single_no_child,parental_home
12,19,2009,unemployed,single_no_child,parental_home
12,20,2010,education,single_no_child,parental_home
12,21,2011,full_time,single_no_child,parental_home
12,22,2012,full_time,single_no_child,renting
12,23,2013,full_time,single_no_child,renting
12,24,2014,full_time,single_no_child,renting
12,25,2015,inactive_care,single_no_child,renting
12,26,2016,inactive_care,single_no_child,renting
12,27,2017,part_time,single_no_child,renting
12,28,2018,part_time,single_no_child,renting
12,29,2019,full_time,partnered_no_child,renting
12,30,2020,full_time,partnered_no_child,renting
13,18,2011,education,single_no_child,parental_home
13,19,2012,inactive_care,single_no_child,parental_home
13,20,2013,full_time,single_no_child,parental_home
13,21,2014,full_time,single_no_child,parental_home
13,22,2015,full_time,single_no_child,parental_home
13,23,2016,full_time,single_parent,parental_home
13,24,2017,full_time,single_parent,parental_home
13,25,2018,full_time,single_parent,renting
13,26,2019,full_time,single_parent,owner_occupied
13,27,2020,full_time,single_parent,owner_occupied
13,28,2021,unemployed,single_parent,owner_occupied
13,29,2022,full_time,partnered_with_child,owner_occupied
13,30,2023,full_time,partnered_with_child,owner_occupied
14,18,2010,education,single_no_child,parental_home
14,19,2011,education,single_no_child,parental_home
14,20,2012,education,single_no_child,parental_home
14,21,2013,education,partnered_no_child,other_temporary
14,22,2014,education,partnered_no_child,renting
14,23,2015,full_time,partnered_with_child,renting
14,24,2016,full_time,partnered_with_child,renting
14,25,2017,full_time,partnered_with_child,owner_occupied
14,26,2018,full_time,partnered_with_child,owner_occupied
14,27,2019,full_time,partnered_with_child,owner_occupied
14,28,2020,full_time,single_parent,owner_occupied
14,29,2021,full_time,partnered_with_child,owner_occupied
14,30,2022,full_time,partnered_with_child,owner_occupied
15,18,2011,education,single_no_child,renting
15,19,2012,part_time,single_no_child,renting
15,20,2013,education,partnered_no_child,renting
15,21,2014,unemployed,partnered_no_child,renting
15,22,2015,unemployed,single_no_child,renting
15,23,2016,part_time,single_no_child,renting
15,24,2017,part_time,single_no_child,renting
15,25,2018,full_time,single_no_child,renting
15,26,2019,part_time,single_no_child,renting
15,27,2020,full_time,single_no_child,renting
15,28,2021,full_time,single_no_child,renting
15,29,2022,full_time,single_no_child,renting
15,30,2023,full_time,single_no_child,renting
16,18,2012,education,single_no_child,parental_home
16,19,2013,education,single_no_child,parental_home
16,20,2014,unemployed,single_no_child,parental_home
16,21,2015,full_time,single_no_child,renting
16,22,2016,full_time,single_no_child,renting
16,23,2017,full_time,partnered_no_child,renting
16,24,2018,full_time,partnered_no_child,renting
16,25,2019,inactive_care,partnered_no_child,renting
16,26,2020,inactive_care,partnered_no_child,renting
16,27,2021,part_time,partnered_no_child,renting
16,28,2022,part_time,partnered_no_child,renting
16,29,2023,full_time,partnered_no_child,renting
16,30,2024,full_time,partnered_no_child,renting
17,18,2011,education,single_no_child,parental_home
17,19,2012,education,single_no_child,parental_home
17,20,2013,full_time,single_no_child,parental_home
17,21,2014,full_time,single_no_child,parental_home
17,22,2015,full_time,single_no_child,parental_home
17,23,2016,full_time,single_no_child,parental_home
17,24,2017,full_time,single_no_child,parental_home
17,25,2018,full_time,single_no_child,parental_home
17,26,2019,full_time,single_no_child,parental_home
17,27,2020,full_time,single_no_child,renting
17,28,2021,full_time,single_no_child,renting
17,29,2022,full_time,partnered_no_child,renting
17,30,2023,full_time,partnered_no_child,owner_occupied
18,18,2012,education,single_no_child,parental_home
18,19,2013,education,single_no_child,parental_home
18,20,2014,unemployed,single_no_child,parental_home
18,21,2015,education,single_no_child,renting
18,22,2016,education,single_no_child,renting
18,23,2017,full_time,single_no_child,renting
18,24,2018,full_time,single_no_child,renting
18,25,2019,full_time,single_no_child,renting
18,26,2020,full_time,partnered_no_child,renting
18,27,2021,full_time,partnered_no_child,renting
18,28,2022,full_time,single_no_child,renting
18,29,2023,full_time,single_parent,renting
18,30,2024,full_time,single_parent,renting
19,18,2010,education,single_no_child,parental_home
19,19,2011,education,single_no_child,parental_home
19,20,2012,full_time,single_no_child,parental_home
19,21,2013,unemployed,single_no_child,parental_home
19,22,2014,full_time,single_no_child,parental_home
19,23,2015,full_time,single_no_child,parental_home
19,24,2016,full_time,single_no_child,parental_home
19,25,2017,full_time,single_no_child,parental_home
19,26,2018,full_time,single_no_child,parental_home
19,27,2019,full_time,single_no_child,parental_home
19,28,2020,full_time,partnered_no_child,renting
19,29,2021,full_time,partnered_no_child,renting
19,30,2022,full_time,partnered_no_child,renting
20,18,2010,education,single_no_child,renting
20,19,2011,education,single_no_child,renting
20,20,2012,full_time,single_no_child,renting
20,21,2013,full_time,single_no_child,renting
20,22,2014,inactive_care,single_no_child,renting
20,23,2015,full_time,single_parent,renting
20,24,2016,full_time,single_parent,renting
20,25,2017,full_time,single_parent,renting
20,26,2018,full_time,single_parent,renting
20,27,2019,full_time,single_parent,renting
20,28,2020,full_time,single_parent,renting
20,29,2021,full_time,single_parent,renting
20,30,2022,full_time,single_parent,renting
21,18,2008,education,single_no_child,parental_home
21,19,2009,education,single_no_child,parental_home
21,20,2010,education,single_no_child,parental_home
21,21,2011,education,single_no_child,parental_home
21,22,2012,unemployed,single_no_child,parental_home
21,23,2013,part_time,single_no_child,parental_home
21,24,2014,part_time,single_no_child,parental_home
21,25,2015,full_time,single_no_child,parental_home
21,26,2016,full_time,single_no_child,parental_home
21,27,2017,full_time,single_no_child,parental_home
21,28,2018,full_time,single_no_child,renting
21,29,2019,full_time,single_no_child,renting
21,30,2020,full_time,single_no_child,renting
22,18,2012,education,single_no_child,parental_home
22,19,2013,education,single_no_child,parental_home
22,20,2014,education,single_no_child,parental_home
22,21,2015,unemployed,single_no_child,parental_home
22,22,2016,education,single_no_child,parental_home
22,23,2017,full_time,single_no_child,parental_home
22,24,2018,full_time,single_no_child,renting
22,25,2019,full_time,single_no_child,renting
22,26,2020,full_time,single_no_child,renting
22,27,2021,full_time,single_no_child,renting
22,28,2022,full_time,single_no_child,renting
22,29,2023,full_time,single_no_child,renting
22,30,2024,full_time,single_no_child,renting
23,18,2008,education,single_no_child,parental_home
23,19,2009,education,single_no_child,parental_home
23,20,2010,education,single_no_child,renting
23,21,2011,full_time,single_no_child,renting
23,22,2012,part_time,single_no_child,renting
23,23,2013,full_time,single_no_child,renting
23,24,2014,full_time,single_no_child,renting
23,25,2015,full_time,single_no_child,renting
23,26,2016,inactive_care,single_parent,renting
23,27,2017,part_time,single_parent,renting
23,28,2018,part_time,single_parent,renting
23,29,2019,full_time,single_parent,renting
23,30,2020,full_time,single_parent,renting
24,18,2009,education,single_no_child,renting
24,19,2010,education,single_no_child,renting
24,20,2011,education,single_no_child,renting
24,21,2012,education,single_no_child,renting
24,22,2013,education,single_parent,renting
24,23,2014,full_time,single_parent,renting
24,24,2015,full_time,single_parent,renting
24,25,2016,full_time,single_parent,renting
24,26,2017,full_time,single_parent,renting
24,27,2018,full_time,single_parent,renting
24,28,2019,full_time,single_parent,renting
24,29,2020,full_time,single_parent,renting
24,30,2021,full_time,single_parent,renting
25,18,2010,education,single_no_child,renting
25,19,2011,education,single_no_child,renting
25,20,2012,education,single_no_child,renting
25,21,2013,education,single_no_child,renting
25,22,2014,education,single_no_child,renting
25,23,2015,full_time,single_no_child,renting
25,24,2016,full_time,single_no_child,renting
25,25,2017,full_time,single_no_child,renting
25,26,2018,full_time,single_no_child,renting
25,27,2019,full_time,single_no_child,renting
25,28,2020,full_time,partnered_with_child,renting
25,29,2021,full_time,partnered_with_child,renting
25,30,2022,full_time,partnered_with_child,renting
26,18,2011,education,single_no_child,parental_home
26,19,2012,education,single_no_child,parental_home
26,20,2013,full_time,single_no_child,parental_home
26,21,2014,full_time,single_no_child,parental_home
26,22,2015,full_time,single_no_child,parental_home
26,23,2016,part_time,single_no_child,parental_home
26,24,2017,full_time,single_no_child,parental_home
26,25,2018,full_time,single_parent,renting
26,26,2019,full_time,single_parent,renting
26,27,2020,full_time,single_parent,renting
26,28,2021,full_time,single_parent,renting
26,29,2022,full_time,single_parent,renting
26,30,2023,full_time,single_parent,renting
27,18,2008,education,single_no_child,renting
27,19,2009,education,single_no_child,renting
27,20,2010,unemployed,single_no_child,renting
27,21,2011,education,single_no_child,renting
27,22,2012,education,single_no_child,renting
27,23,2013,full_time,single_no_child,renting
27,24,2014,full_time,single_no_child,renting
27,25,2015,full_time,single_no_child,renting
27,26,2016,full_time,single_no_child,renting
27,27,2017,full_time,single_no_child,renting
27,28,2018,full_time,single_no_child,renting
27,29,2019,full_time,single_no_child,renting
27,30,2020,full_time,single_no_child,renting
28,18,2012,education,single_no_child,parental_home
28,19,2013,education,single_no_child,parental_home
28,20,2014,education,single_no_child,parental_home
28,21,2015,education,single_no_child,other_temporary
28,22,2016,education,partnered_no_child,other_temporary
28,23,2017,full_time,partnered_no_child,other_temporary
28,24,2018,full_time,partnered_no_child,other_temporary
28,25,2019,full_time,partnered_no_child,renting
28,26,2020,full_time,partnered_no_child,owner_occupied
28,27,2021,part_time,partnered_no_child,owner_occupied
28,28,2022,full_time,partnered_no_child,owner_occupied
28,29,2023,full_time,partnered_no_child,owner_occupied
28,30,2024,full_time,partnered_no_child,owner_occupied
29,18,2008,education,single_no_child,parental_home
29,19,2009,education,single_no_child,parental_home
29,20,2010,education,single_no_child,parental_home
29,21,2011,education,single_no_child,parental_home
29,22,2012,education,single_no_child,parental_home
29,23,2013,full_time,single_no_child,renting
29,24,2014,full_time,single_no_child,renting
29,25,2015,full_time,partnered_no_child,renting
29,26,2016,full_time,partnered_no_child,renting
29,27,2017,full_time,single_parent,renting
29,28,2018,full_time,single_parent,owner_occupied
29,29,2019,full_time,partnered_with_child,owner_occupied
29,30,2020,full_time,partnered_with_child,owner_occupied
30,18,2010,education,single_no_child,parental_home
30,19,2011,education,single_no_child,parental_home
30,20,2012,education,single_no_child,parental_home
30,21,2013,education,single_no_child,parental_home
30,22,2014,education,single_no_child,parental_home
30,23,2015,full_time,single_no_child,parental_home
30,24,2016,full_time,single_no_child,other_temporary
30,25,2017,full_time,single_parent,renting
30,26,2018,full_time,single_parent,renting
30,27,2019,full_time,single_parent,renting
30,28,2020,full_time,single_parent,renting
30,29,2021,full_time,single_parent,renting
30,30,2022,full_time,single_parent,renting
31,18,2012,education,single_no_child,renting
31,19,2013,education,single_no_child,renting
31,20,2014,full_time,partnered_no_child,renting
31,21,2015,full_time,partnered_no_child,renting
31,22,2016,full_time,partnered_no_child,renting
31,23,2017,inactive_care,partnered_no_child,renting
31,24,2018,full_time,partnered_no_child,renting
31,25,2019,full_time,single_no_child,renting
31,26,2020,full_time,single_no_child,renting
31,27,2021,full_time,single_no_child,renting
31,28,2022,full_time,single_no_child,renting
31,29,2023,full_time,single_no_child,renting
31,30,2024,full_time,partnered_no_child,renting
32,18,2012,full_time,single_no_child,parental_home
32,19,2013,education,single_no_child,parental_home
32,20,2014,education,single_no_child,parental_home
32,21,2015,full_time,single_no_child,parental_home
32,22,2016,full_time,single_no_child,parental_home
32,23,2017,full_time,single_no_child,parental_home
32,24,2018,full_time,single_no_child,parental_home
32,25,2019,unemployed,single_parent,parental_home
32,26,2020,inactive_care,single_parent,parental_home
32,27,2021,part_time,single_parent,parental_home
32,28,2022,part_time,single_parent,parental_home
32,29,2023,full_time,partnered_with_child,parental_home
32,30,2024,full_time,partnered_with_child,renting
33,18,2008,education,single_no_child,parental_home
33,19,2009,full_time,single_no_child,parental_home
33,20,2010,education,single_no_child,parental_home
33,21,2011,education,single_no_child,parental_home
33,22,2012,education,single_no_child,parental_home
33,23,2013,full_time,single_no_child,parental_home
33,24,2014,full_time,single_no_child,renting
33,25,2015,full_time,single_no_child,renting
33,26,2016,full_time,single_no_child,renting
33,27,2017,full_time,single_no_child,renting
33,28,2018,full_time,single_parent,renting
33,29,2019,full_time,single_parent,renting
33,30,2020,full_time,single_parent,renting
34,18,2009,education,single_no_child,renting
34,19,2010,education,single_no_child,renting
34,20,2011,education,single_no_child,renting
34,21,2012,education,single_no_child,renting
34,22,2013,education,single_no_child,renting
34,23,2014,full_time,single_no_child,renting
34,24,2015,full_time,single_no_child,renting
34,25,2016,full_time,single_no_child,renting
34,26,2017,part_time,single_no_child,renting
34,27,2018,part_time,single_no_child,renting
34,28,2019,full_time,single_parent,renting
34,29,2020,full_time,single_parent,renting
34,30,2021,full_time,single_parent,renting
35,18,2012,education,single_no_child,parental_home
35,19,2013,education,single_no_child,parental_home
35,20,2014,education,single_no_child,parental_home
35,21,2015,education,single_no_child,parental_home
35,22,2016,education,single_no_child,parental_home
35,23,2017,full_time,single_no_child,parental_home
35,24,2018,full_time,single_no_child,parental_home
35,25,2019,full_time,single_no_child,parental_home
35,26,2020,full_time,single_no_child,parental_home
35,27,2021,full_time,partnered_no_child,renting
35,28,2022,full_time,partnered_no_child,renting
35,29,2023,full_time,partnered_no_child,renting
35,30,2024,full_time,partnered_no_child,renting
36,18,2011,education,single_no_child,parental_home
36,19,2012,education,single_no_child,parental_home
36,20,2013,full_time,single_no_child,renting
36,21,2014,full_time,single_no_child,renting
36,22,2015,full_time,single_no_child,renting
36,23,2016,full_time,partnered_no_child,renting
36,24,2017,full_time,partnered_with_child,renting
36,25,2018,full_time,partnered_with_child,renting
36,26,2019,full_time,partnered_with_child,renting
36,27,2020,full_time,partnered_with_child,renting
36,28,2021,full_time,partnered_with_child,renting
36,29,2022,full_time,partnered_with_child,renting
36,30,2023,full_time,partnered_with_child,renting
37,18,2011,education,single_no_child,renting
37,19,2012,education,single_no_child,renting
37,20,2013,education,single_no_child,renting
37,21,2014,full_time,single_no_child,renting
37,22,2015,full_time,single_no_child,renting
37,23,2016,full_time,single_no_child,renting
37,24,2017,full_time,single_no_child,renting
37,25,2018,inactive_care,single_no_child,renting
37,26,2019,unemployed,single_no_child,renting
37,27,2020,part_time,single_no_child,renting
37,28,2021,part_time,single_no_child,renting
37,29,2022,full_time,single_parent,renting
37,30,2023,full_time,partnered_with_child,renting
38,18,2009,education,single_no_child,parental_home
38,19,2010,education,single_no_child,parental_home
38,20,2011,education,single_no_child,parental_home
38,21,2012,unemployed,single_no_child,parental_home
38,22,2013,unemployed,single_no_child,parental_home
38,23,2014,part_time,single_no_child,parental_home
38,24,2015,part_time,single_no_child,parental_home
38,25,2016,full_time,single_no_child,parental_home
38,26,2017,full_time,single_no_child,parental_home
38,27,2018,full_time,partnered_no_child,parental_home
38,28,2019,full_time,partnered_no_child,renting
38,29,2020,full_time,partnered_no_child,renting
38,30,2021,full_time,partnered_no_child,renting
39,18,2010,education,single_no_child,parental_home
39,19,2011,education,single_no_child,parental_home
39,20,2012,education,single_no_child,parental_home
39,21,2013,education,single_no_child,parental_home
39,22,2014,education,single_no_child,parental_home
39,23,2015,full_time,single_no_child,parental_home
39,24,2016,full_time,single_no_child,parental_home
39,25,2017,full_time,single_no_child,renting
39,26,2018,full_time,single_no_child,renting
39,27,2019,full_time,single_no_child,renting
39,28,2020,part_time,single_no_child,renting
39,29,2021,full_time,single_no_child,renting
39,30,2022,full_time,single_no_child,renting
40,18,2008,education,single_no_child,parental_home
40,19,2009,education,single_no_child,parental_home
40,20,2010,full_time,single_no_child,parental_home
40,21,2011,full_time,single_no_child,renting
40,22,2012,full_time,single_parent,renting
40,23,2013,full_time,single_parent,renting
40,24,2014,full_time,single_parent,renting
40,25,2015,full_time,single_parent,renting
40,26,2016,full_time,single_parent,renting
40,27,2017,full_time,single_parent,renting
40,28,2018,full_time,single_parent,renting
40,29,2019,full_time,single_parent,renting
40,30,2020,full_time,single_parent,renting
41,18,2010,full_time,single_no_child,other_temporary
41,19,2011,education,single_no_child,other_temporary
41,20,2012,unemployed,single_no_child,other_temporary
41,21,2013,education,single_no_child,renting
41,22,2014,education,single_no_child,renting
41,23,2015,full_time,single_parent,renting
41,24,2016,unemployed,single_parent,renting
41,25,2017,full_time,single_parent,renting
41,26,2018,full_time,single_parent,renting
41,27,2019,full_time,single_parent,renting
41,28,2020,full_time,single_parent,renting
41,29,2021,full_time,single_parent,renting
41,30,2022,part_time,single_parent,renting
42,18,2012,education,single_no_child,parental_home
42,19,2013,education,single_no_child,parental_home
42,20,2014,part_time,single_no_child,parental_home
42,21,2015,full_time,single_no_child,parental_home
42,22,2016,full_time,single_no_child,parental_home
42,23,2017,full_time,single_no_child,parental_home
42,24,2018,full_time,single_no_child,parental_home
42,25,2019,full_time,single_no_child,parental_home
42,26,2020,full_time,single_no_child,parental_home
42,27,2021,full_time,single_no_child,renting
42,28,2022,unemployed,partnered_no_child,renting
42,29,2023,full_time,partnered_no_child,renting
42,30,2024,full_time,partnered_no_child,renting
43,18,2010,education,single_no_child,parental_home
43,19,2011,education,single_no_child,parental_home
43,20,2012,unemployed,single_no_child,parental_home
43,21,2013,inactive_care,single_no_child,parental_home
43,22,2014,full_time,partnered_no_child,parental_home
43,23,2015,unemployed,partnered_with_child,parental_home
43,24,2016,full_time,partnered_with_child,parental_home
43,25,2017,full_time,partnered_with_child,parental_home
43,26,2018,unemployed,partnered_with_child,renting
43,27,2019,full_time,partnered_with_child,renting
43,28,2020,part_time,partnered_with_child,renting
43,29,2021,full_time,partnered_with_child,renting
43,30,2022,part_time,partnered_with_child,renting
44,18,2010,education,single_no_child,renting
44,19,2011,education,single_no_child,renting
44,20,2012,education,single_no_child,renting
44,21,2013,education,single_no_child,renting
44,22,2014,education,single_no_child,renting
44,23,2015,full_time,single_no_child,renting
44,24,2016,full_time,single_no_child,renting
44,25,2017,unemployed,single_no_child,renting
44,26,2018,full_time,single_no_child,renting
44,27,2019,full_time,single_no_child,renting
44,28,2020,full_time,single_no_child,renting
44,29,2021,full_time,single_no_child,renting
44,30,2022,full_time,single_no_child,renting
45,18,2009,education,single_no_child,parental_home
45,19,2010,education,single_no_child,parental_home
45,20,2011,education,single_no_child,parental_home
45,21,2012,full_time,single_no_child,parental_home
45,22,2013,full_time,single_no_child,parental_home
45,23,2014,full_time,partnered_no_child,renting
45,24,2015,full_time,partnered_no_child,renting
45,25,2016,inactive_care,partnered_no_child,renting
45,26,2017,unemployed,partnered_no_child,renting
45,27,2018,part_time,partnered_no_child,renting
45,28,2019,part_time,partnered_with_child,owner_occupied
45,29,2020,full_time,partnered_with_child,owner_occupied
45,30,2021,full_time,single_parent,owner_occupied
46,18,2010,education,single_no_child,parental_home
46,19,2011,education,partnered_no_child,parental_home
46,20,2012,education,partnered_no_child,renting
46,21,2013,part_time,partnered_no_child,renting
46,22,2014,unemployed,partnered_no_child,renting
46,23,2015,part_time,partnered_no_child,renting
46,24,2016,part_time,partnered_no_child,renting
46,25,2017,inactive_care,partnered_no_child,renting
46,26,2018,inactive_care,partnered_no_child,renting
46,27,2019,part_time,partnered_no_child,renting
46,28,2020,part_time,partnered_no_child,renting
46,29,2021,full_time,partnered_no_child,owner_occupied
46,30,2022,full_time,partnered_no_child,owner_occupied
47,18,2010,education,single_no_child,parental_home
47,19,2011,unemployed,single_no_child,parental_home
47,20,2012,unemployed,single_no_child,parental_home
47,21,2013,unemployed,single_no_child,parental_home
47,22,2014,part_time,single_no_child,parental_home
47,23,2015,unemployed,single_no_child,parental_home
47,24,2016,part_time,single_no_child,parental_home
47,25,2017,inactive_care,single_no_child,parental_home
47,26,2018,unemployed,single_no_child,parental_home
47,27,2019,part_time,single_no_child,parental_home
47,28,2020,unemployed,partnered_no_child,parental_home
47,29,2021,full_time,partnered_with_child,parental_home
47,30,2022,part_time,partnered_with_child,parental_home
48,18,2012,education,partnered_no_child,parental_home
48,19,2013,education,partnered_no_child,parental_home
48,20,2014,unemployed,partnered_no_child,parental_home
48,21,2015,part_time,partnered_no_child,parental_home
48,22,2016,full_time,partnered_no_child,renting
48,23,2017,unemployed,partnered_no_child,renting
48,24,2018,full_time,partnered_no_child,renting
48,25,2019,part_time,partnered_no_child,renting
48,26,2020,unemployed,partnered_no_child,renting
48,27,2021,full_time,partnered_no_child,renting
48,28,2022,part_time,partnered_with_child,renting
48,29,2023,full_time,partnered_with_child,renting
48,30,2024,full_time,partnered_with_child,renting
49,18,2010,education,single_no_child,parental_home
49,19,2011,unemployed,single_no_child,parental_home
49,20,2012,education,single_no_child,parental_home
49,21,2013,education,single_no_child,parental_home
49,22,2014,education,single_no_child,parental_home
49,23,2015,full_time,single_no_child,parental_home
49,24,2016,full_time,single_no_child,parental_home
49,25,2017,full_time,partnered_no_child,parental_home
49,26,2018,full_time,partnered_with_child,parental_home
49,27,2019,full_time,partnered_with_child,parental_home
49,28,2020,full_time,partnered_with_child,renting
49,29,2021,full_time,partnered_with_child,renting
49,30,2022,full_time,partnered_with_child,renting
50,18,2008,education,single_no_child,parental_home
50,19,2009,education,single_no_child,parental_home
50,20,2010,education,single_no_child,parental_home
50,21,2011,full_time,single_no_child,parental_home
50,22,2012,full_time,single_no_child,parental_home
50,23,2013,full_time,single_no_child,parental_home
50,24,2014,full_time,single_no_child,parental_home
50,25,2015,inactive_care,single_no_child,parental_home
50,26,2016,inactive_care,single_no_child,renting
50,27,2017,part_time,single_no_child,renting
50,28,2018,part_time,single_no_child,renting
50,29,2019,full_time,single_no_child,renting
50,30,2020,full_time,single_no_child,renting
51,18,2009,education,single_no_child,parental_home
51,19,2010,education,single_no_child,parental_home
51,20,2011,education,single_no_child,parental_home
51,21,2012,education,single_no_child,parental_home
51,22,2013,education,partnered_no_child,parental_home
51,23,2014,part_time,partnered_no_child,parental_home
51,24,2015,full_time,partnered_no_child,parental_home
